,3.4,,3.5,3.6,3.7,,,,3.8,,,3.9,,,
,"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70k (%)",Suicide mortality ratek (per 100 000 population),Total alcohol per capita (≥ 15 years of age) consumptionl (litres of pure alcohol),"Road traffic mortality ratek,ay (per 100 000 population)",Proportion of women of reproductive age who have their need for family planning satisfied with modern methodsm (%),,Adolescent birth raten (per 1000 women aged 15–19 years),Adolescent birth raten (per 1000 women aged 10–14 years),UHC: Service coverage indexo,Population with household expenditures on health > 10% of total household expenditure or incomep (%),Population with household expenditures on health > 25% of total household expenditure or incomep (%),Age-standardized mortality rate attributed to household and ambient air pollutionq  (per 100 000 population) ,Mortality rate attributed to exposure to unsafe WASH servicesr (per 100 000 population),Mortality rate from unintentional poisoningk (per 100 000 population),
Data type,Comparable estimates,Comparable estimates,Comparable estimates,Comparable estimates,Primary data,,Primary data,Primary data,Comparable estimates,Primary data,Primary data,Comparable estimates,Comparable estimates,Comparable estimates,
,,,,,,,,,,,,,,,
Countries and areas,2019,2019,2019,2019,2013–2021,,2013–2021,,2021,2013–2021,2013–2021,2019,2019,2019,
Afghanistan,35.3,4.1,<0.1,15.9,42.1,am,62.1,0.2,41,26.1,8.0,265.7,16.6,1.0,
Albania,11.4,4.3,5.1,11.7,6.3,,13.2,0.3,64,8.9,1.4,92.5,3.2,0.3,
Algeria,13.9,2.5,0.6,20.9,66.3,am,12.0,0.0,74,-,-,49.7,4.1,0.7,
Andorra,-,-,11.1,-,-,,0.5,0.0,79,-,-,-,-,-,
Angola,22.2,6.1,6.2,26.1,29.8,,162.7,10.7,37,35.5,12.5,142.8,48.9,2.0,
Antigua and Barbuda,17.5,0.4,8.5,0.0,-,,32.5,0.3,76,-,-,19.3,2.5,0.7,
Argentina,15.7,8.4,8.0,14.1,80.3,,41.8,1.2,79,9.6,2.5,29.7,11.4,0.4,
Armenia,19.9,3.3,5.0,20.0,40.2,am,13.9,<0.1,68,19.9,5.9,74.5,5.8,0.7,
Australia,8.6,12.5,10.1,4.9,-,,7.8,0.1,87,2.5,0.4,9.8,1.9,0.1,
Austria,10.4,14.6,12.0,4.9,-,,5.0,<0.1,85,-,-,17.5,2.0,0.2,
Azerbaijan,27.2,4.1,2.0,6.7,-,,41.6,0.0,66,-,-,125.2,3.6,0.9,
Bahamas,19.9,3.5,4.4,7.7,-,,26.4,0.3,77,-,-,10.4,2.6,0.2,
Bahrain,16.1,8.9,1.6,5.2,-,,8.6,<0.1,76,4.9,1.4,68.1,0.8,0.3,
Bangladesh,18.9,3.7,<0.1,15.3,77.4,am,74.0,0.9,52,24.4,8.5,143.9,18.2,0.3,
Barbados,16.0,0.6,9.5,8.2,-,,-,-,77,16.4,3.8,18.8,7.7,0.7,
Belarus,23.8,21.2,10.9,7.6,66.0,,11.6,0.1,79,16.5,1.2,69.9,1.6,3.3,
Belgium,10.6,18.3,10.3,5.8,-,,4.9,0.1,86,-,-,15.3,5.3,0.4,
Belize,16.5,7.1,5.7,22.6,64.9,,51.2,0.9,68,6.2,3.1,41.0,4.3,0.4,
Benin,22.6,7.8,8.3,26.8,28.0,,108.4,1.8,38,14.3,3.0,201.8,60.2,2.6,
Bhutan,18.5,4.6,0.2,16.2,-,,8.1,-,60,4.0,1.8,94.3,15.7,0.2,
Bolivia (Plurinational State of),17.9,6.2,4.1,21.1,50.3,am,71.0,-,65,5.7,1.2,77.1,14.3,0.6,
Bosnia and Herzegovina,18.7,10.9,6.4,13.5,-,,9.7,<0.1,66,8.2,1.4,113.9,1.9,0.4,
Botswana,27.0,16.1,8.2,26.4,-,,50.2,0.3,55,4.3,1.0,140.7,26.8,1.8,
Brazil,15.5,6.9,7.7,16.0,-,,43.1,2.3,80,11.8,1.9,28.9,6.6,0.1,
Brunei Darussalam,18.5,2.7,0.4,7.5,-,,7.9,0.3,78,-,-,19.6,1.7,<0.1,
Bulgaria,24.2,9.7,11.9,9.2,-,,37.9,1.3,73,21.3,3.1,62.9,2.9,0.5,
Burkina Faso,23.9,7.5,9.8,31.0,58.2,,127.3,1.2,40,8.4,1.8,201.3,60.9,3.1,
Burundi,25.0,6.2,4.1,35.5,39.6,,58.2,0.7,41,4.8,0.9,205.9,53.3,3.2,
Cabo Verde,17.4,12.9,6.3,26.8,-,,40.0,0.4,71,-,-,91.2,12.1,0.4,
Cambodia,22.5,4.8,8.5,19.6,56.5,,57.4,0.1,58,17.9,4.9,163.3,17.1,0.5,
Cameroon,23.9,9.0,10.1,30.2,44.9,,122.2,2.9,44,10.7,1.8,206.7,47.3,2.6,
Canada,9.6,11.8,9.9,5.3,-,,5.6,<0.1,91,3.5,0.8,8.1,2.3,0.3,
Central African Republic,36.0,12.3,2.0,37.7,27.6,,184.4,8.0,32,-,-,305.1,97.0,2.8,
Chad,22.7,6.4,3.7,32.4,17.5,am,138.7,3.9,29,9.3,1.4,227.4,99.2,3.5,
Chile,10.0,9.0,6.7,14.9,-,,18.9,0.5,82,14.6,2.1,17.9,2.3,0.4,
China,15.9,8.1,5.7,17.4,-,,6.1,-,81,24.3,6.9,95.3,2.2,1.8,
"China, Hong Kong SAR",-,-,-,-,-,,-,-,-,-,-,-,-,-,
"China, Macao SAR",-,-,-,-,-,,-,-,-,-,-,-,-,-,
Colombia,9.7,3.9,4.9,15.4,86.6,,52.8,2.6,80,8.2,2.2,31.3,3.4,0.1,
Comoros,20.6,5.4,0.3,26.6,-,,38.0,-,48,8.8,1.6,164.6,43.8,2.4,
Congo,22.6,6.5,6.4,29.7,43.2,,72.0,2.5,41,-,-,170.4,26.4,1.3,
Cook Islands,-,-,10.6,-,-,,32.5,0.3,46,0.1,<0.1,-,-,-,
Costa Rica,9.5,8.1,3.5,14.8,80.8,,26.9,1.1,81,7.4,1.1,17.8,2.9,0.1,
Côte d'Ivoire,21.7,8.9,2.8,24.1,46.1,,118.8,5.0,43,8.3,0.6,186.5,47.0,2.5,
Croatia,16.1,16.4,8.5,7.9,-,,7.6,<0.1,80,-,-,31.3,2.7,0.4,
Cuba,16.6,14.5,6.0,8.9,86.9,,47.6,1.2,83,-,-,41.9,9.7,0.2,
Cyprus,8.2,3.6,8.1,5.8,-,,7.7,0.2,81,14.7,1.6,15.8,1.6,0.3,
Czechia,14.3,12.2,13.3,5.9,-,,8.8,0.1,84,4.6,0.8,32.5,4.1,0.4,
Democratic People's Republic of Korea,23.9,9.4,4.3,24.2,89.6,am,-,-,68,-,-,212.8,4.1,1.4,
Democratic Republic of the Congo,24.0,6.7,2.1,34.9,33.0,,109.0,3.4,42,-,-,209.8,52.3,2.0,
Denmark,10.8,10.7,9.4,3.7,-,,1.3,<0.1,82,-,-,12.9,4.1,<0.1,
Djibouti,22.0,9.6,0.4,23.5,-,,-,-,44,1.5,0.3,177.9,37.6,2.5,
Dominica,-,-,6.1,-,-,,-,-,49,-,-,-,-,-,
Dominican Republic,19.1,4.9,6.8,64.6,77.4,,42.4,1.0,77,8.2,0.9,41.3,5.8,0.4,
Ecuador,11.0,7.6,3.3,20.1,82.5,,58.1,2.2,77,10.3,2.4,28.1,4.7,0.3,
Egypt,28.0,3.0,0.1,10.1,80.0,am,46.9,-,70,31.1,6.1,105.6,4.8,0.2,
El Salvador,10.7,6.0,3.3,20.9,80.0,,50.1,2.1,78,4.1,1.4,40.3,6.1,0.2,
Equatorial Guinea,22.1,7.9,6.9,27.2,-,,-,-,46,-,-,165.7,29.7,1.6,
Eritrea,26.8,10.9,1.2,37.9,-,,-,-,45,-,-,237.4,66.5,3.3,
Estonia,14.9,14.9,11.3,4.5,80.2,,7.9,0.1,79,-,-,12.8,2.6,0.6,
Eswatini,35.2,29.4,8.1,33.5,82.9,,87.1,1.2,56,5.0,1.3,173.7,46.5,3.3,
Ethiopia,17.1,5.4,3.4,28.2,62.6,am,73.5,0.5,35,3.5,0.6,142.5,40.7,3.3,
Fiji,37.7,9.0,3.4,13.5,-,,31.1,0.0,58,-,-,118.7,10.8,0.3,
Finland,9.6,15.3,9.2,3.9,-,,3.7,<0.1,86,6.7,0.7,7.4,0.8,0.4,
France,10.6,13.8,11.3,5.1,-,,5.7,0.1,85,-,-,10.0,3.4,0.3,
Gabon,21.3,8.4,7.3,23.9,-,,-,-,49,3.8,0.7,78.3,17.5,1.3,
Gambia,21.1,4.8,1.1,29.6,41.1,,64.8,1.1,46,0.2,<0.1,220.5,29.5,1.8,
Georgia,24.9,9.2,14.3,12.4,51.3,am,27.2,0.1,68,31.4,8.9,92.8,3.3,0.6,
Germany,12.1,12.3,12.2,3.8,-,,6.5,0.1,88,-,-,14.7,3.2,0.3,
Ghana,22.5,6.6,4.5,25.7,40.4,,78.0,0.7,48,1.3,0.1,193.6,25.2,1.7,
Greece,12.5,5.1,7.1,8.3,-,,8.5,0.4,77,16.9,1.6,23.0,7.6,0.2,
Grenada,23.3,0.7,8.1,8.0,-,,35.9,-,70,-,-,47.4,6.7,<0.1,
Guatemala,16.5,5.9,1.6,22.9,66.1,,58.8,0.0,59,11.5,3.8,91.0,15.3,1.6,
Guinea,24.9,7.0,0.5,29.7,37.7,,119.6,4.4,40,1.5,<0.1,238.0,57.8,2.3,
Guinea-Bissau,24.9,7.0,4.1,32.2,60.0,,84.4,1.6,37,5.1,0.4,228.8,49.4,2.3,
Guyana,29.2,40.3,5.3,22.3,46.6,,64.9,1.3,76,-,-,95.7,8.6,<0.1,
Haiti,31.3,9.6,3.5,18.8,45.4,,54.8,1.3,54,11.5,4.0,206.4,25.9,1.4,
Honduras,18.7,2.1,3.2,16.1,79.0,,97.1,2.5,64,-,-,112.5,7.1,0.5,
Hungary,22.1,16.6,10.6,7.7,-,,21.4,0.4,79,12.3,0.9,42.3,2.0,0.5,
Iceland,8.7,11.9,8.1,2.0,-,,3.3,0.0,89,-,-,8.2,2.4,1.0,
India,21.9,12.7,4.9,15.6,72.8,,10.6,0.2,63,17.5,6.7,139.3,36.4,0.3,
Indonesia,24.8,2.4,0.1,11.3,77.0,,36.1,0.3,55,2.0,0.4,96.1,15.8,0.3,
Iran (Islamic Republic of),14.8,5.2,0.7,21.5,-,,24.5,0.4,74,15.4,3.7,58.1,2.9,1.0,
Iraq,23.5,3.6,0.2,27.3,53.8,am,70.0,1.6,59,19.6,4.2,89.7,4.4,0.2,
Ireland,9.7,9.6,11.7,3.1,-,,4.9,<0.1,83,-,-,12.8,2.7,0.3,
Israel,8.8,5.3,3.0,3.9,-,,7.1,0.0,85,12.8,2.6,15.1,2.0,<0.1,
Italy,9.0,6.7,8.0,5.3,-,,3.3,0.0,84,-,-,15.0,3.0,0.3,
Jamaica,16.9,2.4,3.6,15.1,-,,35.9,0.0,74,-,-,35.9,2.3,<0.1,
Japan,8.3,15.3,6.7,3.6,-,,2.5,<0.1,83,11.1,2.0,11.8,8.4,0.2,
Jordan,15.3,1.6,0.3,17.0,56.7,am,27.0,0.4,65,6.4,1.3,38.7,1.9,0.5,
Kazakhstan,22.4,17.6,4.5,12.7,73.2,am,22.9,<0.1,80,3.7,0.2,83.4,3.2,1.9,
Kenya,21.0,6.1,2.9,28.3,77.1,,73.0,2.0,53,5.2,1.4,131.9,29.0,2.4,
Kiribati,50.8,28.3,0.8,1.9,53.1,,50.6,1.8,48,-,-,246.6,37.4,2.6,
Kuwait,11.9,2.9,0.0,15.4,-,,5.2,0.0,78,-,-,45.2,0.8,0.4,
Kyrgyzstan,20.3,7.4,5.0,12.7,64.6,,32.6,<0.1,69,4.9,0.8,124.9,2.3,0.9,
Lao People's Democratic Republic,26.8,5.4,11.5,17.9,72.3,,83.4,2.6,52,6.8,3.0,195.3,20.5,0.6,
Latvia,21.6,20.1,13.1,8.1,-,,10.0,0.0,75,21.4,5.7,40.1,2.6,1.2,
Lebanon,19.9,2.8,1.5,16.4,-,,-,-,73,-,-,58.6,2.4,0.6,
Lesotho,42.7,72.4,4.5,31.9,82.8,,84.5,0.1,53,-,-,288.3,108.1,5.2,
Liberia,17.8,4.4,3.6,38.9,47.5,,128.1,3.8,45,6.8,1.1,152.7,34.6,1.7,
Libya,18.6,4.5,<0.1,21.3,24.0,am,10.9,-,62,-,-,53.9,2.2,0.8,
Lithuania,19.3,26.1,11.8,8.1,-,,8.2,<0.1,75,-,-,38.8,2.6,1.7,
Luxembourg,9.7,11.3,11.5,4.1,-,,3.9,0.0,83,4.3,0.2,12.5,1.9,0.2,
Madagascar,26.0,5.5,1.0,29.2,65.6,am,143.0,7.1,35,-,-,208.0,40.1,2.1,
Malawi,22.6,5.4,3.2,33.4,77.3,,135.6,2.1,48,2.9,0.4,148.5,30.8,1.7,
Malaysia,18.4,5.7,0.8,22.5,-,,7.8,0.1,76,1.5,0.1,76.5,14.4,0.7,
Maldives,11.6,2.7,1.4,1.6,29.2,,5.1,0.1,61,10.3,4.1,32.0,2.3,<0.1,
Mali,22.3,4.1,4.3,22.7,41.2,,163.6,6.8,41,1.7,0.1,167.1,66.1,2.9,
Malta,10.5,6.1,8.5,4.1,-,,11.0,0.1,85,15.9,2.8,20.9,4.6,0.1,
Marshall Islands,-,-,-,-,-,,-,-,59,-,-,-,-,-,
Mauritania,16.1,3.1,0.0,25.6,22.4,am,89.6,6.3,40,11.7,3.0,128.4,37.8,1.5,
Mauritius,23.2,9.5,7.5,12.2,41.9,am,20.7,0.4,66,8.2,1.9,34.7,5.5,0.8,
Mexico,15.6,5.3,5.7,12.8,83.1,am,50.7,1.0,75,4.4,1.2,44.7,3.5,0.4,
Micronesia (Federated States of),46.3,28.2,2.1,0.2,-,,-,-,48,-,-,254.0,14.0,0.9,
Monaco,-,-,-,-,-,,-,-,86,-,-,-,-,-,
Mongolia,35.0,17.9,7.9,21.0,63.6,,26.9,0.1,65,14.0,3.5,214.7,3.2,2.8,
Montenegro,22.3,21.0,10.3,7.6,32.9,,9.5,0.1,72,10.3,0.8,115.2,1.8,0.6,
Morocco,24.1,7.2,0.5,17.0,72.0,am,21.7,<0.1,69,8.2,0.9,66.6,4.6,0.7,
Mozambique,30.6,13.6,2.0,30,55.5,,180.1,4.4,44,3.6,1.0,228.4,45.6,3.7,
Myanmar,24.9,2.9,2.1,20.4,74.9,,24.5,0.1,52,12.7,3.5,184.1,12.9,1.3,
Namibia,22.6,9.7,5.9,34.8,80.4,,63.9,-,63,1.5,0.3,142.5,28.8,1.9,
Nauru,-,-,2.9,-,-,,94.0,-,60,-,-,-,-,-,
Nepal,21.5,9.0,1.4,16.3,61.9,am,63.1,0.4,54,10.7,2.1,177.9,17.8,1.7,
Netherlands (Kingdom of the),10.3,11.8,9.3,4.0,-,,2.4,0.0,85,-,-,13.1,3.4,0.1,
New Zealand,10.3,11.0,9.9,9.6,-,,10.1,0.0,85,-,-,12.2,2.1,0.2,
Nicaragua,15.3,4.3,4.2,16.9,-,,-,-,70,24.7,9.1,84.4,3.5,0.3,
Niger,21,5.3,0.1,25.5,36.9,,132.0,4.0,35,6.5,0.9,213.3,70.3,3.3,
Nigeria,16.9,3.5,4.2,20.7,35.6,,74.6,1.9,38,15.8,4.1,165.2,71.7,3.3,
Niue,-,-,9.3,-,-,,-,-,44,-,-,-,-,-,
North Macedonia,22.7,9.4,4.6,5.1,29.6,,16.2,0.4,74,9.7,1.5,95.6,1.0,0.5,
Norway,8.7,11.8,6.8,2.1,-,,1.7,0.0,87,-,-,7.9,3.6,0.3,
"occupied Palestinian territory, including east Jerusalem",-,-,-,-,61.0,am,42.8,0.0,-,9.0,1.5,-,-,-,
Oman,21.5,4.8,0.9,10.6,39.6,am,7.1,0.1,70,-,-,104.0,1.6,0.9,
Pakistan,29.4,8.9,0.1,13.0,48.5,am,54.0,0.4,45,5.4,1.0,192.1,38.8,1.6,
Palau,-,-,-,-,-,,34.5,0.0,65,-,-,-,-,-,
Panama,10.7,2.9,6.6,13.9,65.2,,61.7,2.2,78,6.2,0.7,27.3,4.2,<0.1,
Papua New Guinea,36,3.0,1.7,12.6,49.2,,67.8,1.1,30,-,-,189.6,24.9,1.4,
Paraguay,16,6.0,5.6,22.0,78.9,,52.3,0.8,72,-,-,55.6,4.6,0.2,
Peru,9.7,2.8,7.5,13.6,65.9,am,33.7,1.0,71,12.6,2.0,37.9,7.6,0.4,
Philippines,24.5,2.1,6.2,12.0,56.0,,34.8,0.5,58,6.3,1.4,202.8,16.9,0.2,
Poland,17,11.3,11.6,9.4,-,,8.2,<0.1,82,16.1,2.0,40.9,5.4,0.5,
Portugal,11,11.5,10.4,8.2,-,,5.7,0.1,88,-,-,10.0,6.8,0.3,
Puerto Rico,-,-,-,-,-,,15.6,0.1,-,-,-,-,-,-,
Qatar,10.7,5.8,1.1,7.3,-,,7.6,0.0,76,1.3,0.1,90.8,0.4,0.3,
Republic of Korea,7.3,28.6,8.2,8.6,-,,0.7,<0.1,89,12.0,2.9,18.9,5.2,0.2,
Republic of Moldova,24.1,14.7,11.4,7.3,59.5,,24.7,0.1,71,14.2,2.5,68.9,3.6,5.5,
Romania,21,9.7,17.0,10.3,-,,35.0,1.4,78,13.4,2.2,67.8,7.2,1.9,
Russian Federation,24.2,25.1,10.4,12.0,-,,16.2,0.1,79,7.7,0.9,67.1,3.2,3.8,
Rwanda,20.2,5.6,1.9,29.4,72.1,,31.3,0.2,49,1.2,0.1,165.8,25.0,1.7,
Saint Kitts and Nevis,-,-,6.3,-,-,,-,-,79,-,-,-,-,-,
Saint Lucia,17.7,7.9,9.5,29.8,-,,37.8,0.9,77,6.2,1.8,27.7,5.8,0.1,
Saint Vincent and the Grenadines,20.7,1.0,7.2,7.4,-,,55.2,0.8,69,-,-,34.4,5.3,<0.1,
Samoa,31.2,12.6,2.4,13.0,27.0,,54.9,0.5,55,-,-,145.5,8.2,0.4,
San Marino,-,-,-,-,-,,1.4,0.0,77,-,-,-,-,-,
Sao Tome and Principe,21.0,1.5,5.0,27.9,57.7,,86.1,0.4,59,4.8,1.2,225.4,16.7,0.7,
Saudi Arabia,20.9,6.0,0.0,35.9,-,,-,-,74,1.3,0.6,91.1,1.9,0.8,
Senegal,19.5,6.0,0.4,23.5,53.2,,71.3,0.9,50,6.9,1.3,146.4,31.7,1.9,
Serbia,22.0,11.4,7.9,7.5,38.4,,13.6,0.2,72,8.5,0.6,71.5,3.9,0.3,
Seychelles,21.1,8.1,12.0,11.3,-,,61.4,1.3,75,2.6,1.3,43.1,8.4,0.5,
Sierra Leone,23.5,6.7,0.3,33.0,53.0,,101.9,3.9,41,16.4,3.0,239.0,69.5,2.8,
Singapore,9.5,11.2,1.9,2.1,-,,2.4,<0.1,89,9.0,1.5,23.4,8.5,<0.1,
Slovakia,15.5,12.1,10.5,6.1,-,,26.9,0.3,82,2.7,<0.1,30.3,3.6,0.5,
Slovenia,11.4,19.8,11.0,5.1,-,,4.2,0.1,84,3.7,0.3,18.8,1.9,0.2,
Solomon Islands,39.2,14.7,1.6,16.5,38.0,am,77.9,-,47,-,-,281.2,32.7,2.3,
Somalia,30.4,7.9,0.0,27.4,2.1,am,115.9,1.2,27,0.1,0.0,237.9,99.2,4.9,
South Africa,24.1,23.5,8.8,22.2,79.7,,40.7,1.0,71,1.0,0.1,74.9,27.6,1.7,
South Sudan,16.8,3.9,-,36.7,-,,-,-,34,11.7,2.7,134.5,68.1,2.3,
Spain,9.6,7.7,10.9,3.9,-,,5.3,0.1,85,7.9,1.1,10.1,3.2,0.4,
Sri Lanka,13.2,14.0,2.8,19.7,74.3,am,16.5,<0.1,67,5.4,0.9,91.6,4.8,0.4,
Sudan,22.8,3.8,<0.1,26.8,30.2,am,86.8,2.3,44,12.5,1.8,145.3,15.8,1.7,
Suriname,22.7,25.4,6.6,15.3,57.5,,49.1,2.0,63,4.9,1.4,51.0,7.1,0.3,
Sweden,8.4,14.7,9.3,3.1,86.7,,2.4,<0.1,85,-,-,8.1,3.0,0.2,
Switzerland,7.9,14.5,10.4,2.2,-,,1.3,<0.1,86,7.9,0.3,10.4,2.5,0.2,
Syrian Arab Republic,22.1,2.0,0.2,14.9,-,,-,-,64,-,-,94.5,9.1,0.6,
Tajikistan,28.3,4.3,0.9,15.7,52.1,am,41.7,0.0,67,9.8,1.4,203.8,9.0,0.4,
Thailand,13.7,8.8,7.8,32.2,88.2,,27.4,0.0,82,2.1,0.3,46.5,11.8,0.2,
Timor-Leste,19.9,3.7,0.4,11.9,45.9,,41.9,0.4,52,2.6,0.6,185.6,20.4,0.4,
Togo,23.9,8.8,1.4,28.7,39.6,,78.9,1.5,44,13.7,3.0,223.1,42.4,1.9,
Tonga,24.8,3.8,0.4,33.0,49.9,,-,0.0,57,-,-,52.3,7.1,1.1,
Trinidad and Tobago,17.1,8.7,6.1,9.3,-,,-,-,75,3.9,1.9,19.8,1.6,0.1,
Tunisia,15.7,3.3,2.0,16.5,62.7,am,4.0,0.0,67,16.7,2.4,55.9,3.1,0.7,
Türkiye,15.6,2.4,1.8,6.7,60.2,am,15.2,<0.1,76,4.2,0.7,45.5,2.5,0.4,
Turkmenistan,27.7,5.7,2.9,13.5,79.6,am,27.5,0.0,75,-,-,87.9,5.7,0.6,
Tuvalu,-,-,1.2,-,46.2,,40.3,0.0,52,-,-,-,-,-,
Uganda,21.2,4.6,12.2,29.4,65.5,am,127.9,1.1,49,15.3,3.8,163.0,28.1,1.7,
Ukraine,25.5,21.6,8.7,10.2,-,,14.5,0.1,76,8.3,1.2,78.9,2.3,2.5,
United Arab Emirates,18.5,6.4,2.4,8.9,-,,4.9,0.0,82,0.4,<0.1,70.0,0.8,0.4,
United Kingdom,10.3,7.9,10.8,3.2,-,,10.0,0.1,88,2.4,0.6,13.4,6.1,0.3,
United Republic of Tanzania,17.4,4.3,10.4,31.1,55.1,,138.9,1.5,43,4.3,0.8,128.3,30.2,2.0,
United States of America,13.6,16.1,9.6,12.7,78.4,,15.1,0.3,86,4.6,0.9,14.2,2.3,0.5,
Uruguay,16.5,21.2,5.5,14.8,-,,29.1,0.5,82,2.1,0.2,16.2,4.4,0.5,
Uzbekistan,25.3,8.0,2.6,11.7,-,,34.3,<0.1,75,-,-,151.7,2.9,0.8,
Vanuatu,39.7,18,1.9,14.9,50.7,am,-,-,47,-,-,259.9,25.0,0.7,
Venezuela (Bolivarian Republic of),14.8,2.0,3.0,39.0,-,,81.1,3.1,75,-,-,37.9,5.2,0.2,
Viet Nam,21.2,7.5,9.3,30.6,72.1,am,29.0,0.2,68,8.5,1.7,102.8,6.9,0.9,
Yemen,27.6,5.8,<0.1,29.4,40.5,am,-,-,42,15.8,4.2,186.3,15.6,1.8,
Zambia,24.6,7.3,3.9,20.5,65.9,,134.6,2.9,56,0.3,<0.1,174.0,35.8,2.6,
Zimbabwe,28.4,14.1,3.6,41.2,84.8,,107.9,1.2,55,11.8,7.0,189.6,36.2,3.5,
,,,,,,,,,,,,,,,
WHO region,2019,2019,2019,2019,2022,,2022,2022,2021,2019,2019,2019,2019,2019,
African Region,20.8,6.9,4.5,27.2,57.5,,97.0,4.4,44,8.6,2.6,163.4,46.7,2.5,
Region of the Americas,14.0,9.6,7.5,15.3,82.6,,40.3,1.7,80,7.8,1.5,31.1,5.0,0.4,
South-East Asia Region,21.6,10.1,3.8,15.8,77.7,,25.2,0.5,62,16.1,5.9,132.8,29.6,0.3,
European Region,16.3,12.8,9.2,7.4,76.8,,13.1,0.1,81,7.9,1.3,44.5,3.6,1.1,
Eastern Mediterranean Region,24.5,5.8,0.3,17.8,62.3,,45.8,1.1,57,12.1,2.2,136.0,18.4,1.1,
Western Pacific Region,15.6,8.7,6.1,16.4,87.3,,16.9,0.3,79,19.8,5.3,94.0,4.3,1.4,
,,,,,,,,,,,,,,,
Global,17.8,9.2,5.5,16.7,77.5,,41.9,1.5,68,13.5,3.8,103.6,18.3,1.1,